レシート番号,支店,性別,年代,曜日,日付,時刻,時間帯,レシート金額,商品名,購入商品数,商品順,単品購入,朝の購入,昼の購入,夜の購入,平日,土日,若年層,中年層,高年層,低額,中額,高額,カテゴリ,商品単価
R0516,北区,女性,30代,日,2024/11/13,17:29,夜,890,サラダ,3,2,0,0,0,1,0,1,0,1,0,0,1,0,健康食品,290
R0516,北区,女性,30代,日,2024/11/13,17:29,夜,890,牛乳,3,3,0,0,0,1,0,1,0,1,0,0,1,0,主食・基本食品,330
R0517,北区,男性,50代,水,2024/04/24,21:40,夜,460,ジュース,3,1,0,0,0,1,1,0,0,0,1,0,0,1,飲み物,170
R0517,北区,男性,50代,水,2024/04/24,21:40,夜,460,コーヒー,3,2,0,0,0,1,1,0,0,0,1,0,0,1,飲み物,170
R0517,北区,男性,50代,水,2024/04/24,21:40,夜,460,お茶,3,3,0,0,0,1,1,0,0,0,1,0,0,1,飲み物,120
R0518,北区,女性,50代,月,2024/06/24,21:31,夜,720,ガム,2,1,0,0,0,1,1,0,0,0,1,0,1,0,お菓子・スナック,370
R0518,北区,女性,50代,月,2024/06/24,21:31,夜,720,キャンディ,2,2,0,0,0,1,1,0,0,0,1,0,1,0,お菓子・スナック,350
R0519,北区,女性,10代,月,2024/03/01,18:21,夜,520,パン,2,1,0,0,0,1,1,0,1,0,0,0,1,0,主食・基本食品,210
R0519,北区,女性,10代,月,2024/03/01,18:21,夜,520,炭酸飲料,2,2,0,0,0,1,1,0,1,0,0,0,1,0,飲み物,310
R0520,北区,女性,30代,水,2024/05/22,11:35,昼,500,ティッシュ,2,1,0,0,1,0,1,0,0,1,0,1,0,0,掃除・衛生用品,390
R0520,北区,女性,30代,水,2024/05/22,11:35,昼,500,ポテトチップス,2,2,0,0,1,0,1,0,0,1,0,1,0,0,お菓子・スナック,110
R0521,北区,男性,40代,火,2024/02/29,14:20,昼,300,歯ブラシ,1,1,1,0,1,0,1,0,0,1,0,1,0,0,パーソナルケア,300
R0522,北区,女性,50代,金,2024/03/09,08:27,朝,1020,ティッシュ,3,1,0,1,0,0,1,0,0,0,1,0,0,1,掃除・衛生用品,390
R0522,北区,女性,50代,金,2024/03/09,08:27,朝,1020,トイレットペーパー,3,2,0,1,0,0,1,0,0,0,1,0,0,1,掃除・衛生用品,330
R0522,北区,女性,50代,金,2024/03/09,08:27,朝,1020,歯ブラシ,3,3,0,1,0,0,1,0,0,0,1,0,0,1,パーソナルケア,300
R0523,北区,女性,10代,火,2024/11/13,08:24,朝,540,パン,2,1,0,1,0,0,1,0,1,0,0,0,1,0,主食・基本食品,210
R0523,北区,女性,10代,火,2024/11/13,08:24,朝,540,牛乳,2,2,0,1,0,0,1,0,1,0,0,0,1,0,主食・基本食品,330
R0524,北区,男性,60代以上,土,2024/11/10,18:49,夜,920,おにぎり,4,1,0,0,0,1,0,1,0,0,1,0,1,0,主食・基本食品,140
R0524,北区,男性,60代以上,土,2024/11/10,18:49,夜,920,卵,4,2,0,0,0,1,0,1,0,0,1,0,1,0,主食・基本食品,240
R0524,北区,男性,60代以上,土,2024/11/10,18:49,夜,920,牛乳,4,3,0,0,0,1,0,1,0,0,1,0,1,0,主食・基本食品,330
R0524,北区,男性,60代以上,土,2024/11/10,18:49,夜,920,パン,4,4,0,0,0,1,0,1,0,0,1,0,1,0,主食・基本食品,210
R0525,北区,男性,30代,火,2024/05/08,08:50,朝,630,トイレットペーパー,2,1,0,1,0,0,1,0,0,1,0,1,0,0,掃除・衛生用品,330
R0525,北区,男性,30代,火,2024/05/08,08:50,朝,630,歯ブラシ,2,2,0,1,0,0,1,0,0,1,0,1,0,0,パーソナルケア,300
R0526,北区,男性,20代,水,2024/02/16,20:52,夜,1020,ティッシュ,3,1,0,0,0,1,1,0,1,0,0,0,0,1,掃除・衛生用品,390
R0526,北区,男性,20代,水,2024/02/16,20:52,夜,1020,歯ブラシ,3,2,0,0,0,1,1,0,1,0,0,0,0,1,パーソナルケア,300
R0526,北区,男性,20代,水,2024/02/16,20:52,夜,1020,トイレットペーパー,3,3,0,0,0,1,1,0,1,0,0,0,0,1,掃除・衛生用品,330
R0527,北区,女性,10代,土,2024/10/24,16:19,昼,620,ジュース,2,1,0,0,1,0,0,1,1,0,0,0,1,0,飲み物,170
R0527,北区,女性,10代,土,2024/10/24,16:19,昼,620,サンドイッチ,2,2,0,0,1,0,0,1,1,0,0,0,1,0,インスタント食品,450
R0528,北区,女性,10代,木,2024/06/14,19:28,夜,480,トイレットペーパー,2,1,0,0,0,1,1,0,1,0,0,1,0,0,掃除・衛生用品,330
R0528,北区,女性,10代,木,2024/06/14,19:28,夜,480,洗剤,2,2,0,0,0,1,1,0,1,0,0,1,0,0,掃除・衛生用品,150
R0529,北区,男性,30代,火,2024/11/12,15:50,昼,790,シャンプー,3,1,0,0,1,0,1,0,0,1,0,0,1,0,パーソナルケア,110
R0529,北区,男性,30代,火,2024/11/12,15:50,昼,790,トイレットペーパー,3,2,0,0,1,0,1,0,0,1,0,0,1,0,掃除・衛生用品,330
R0529,北区,男性,30代,火,2024/11/12,15:50,昼,790,キャンディ,3,3,0,0,1,0,1,0,0,1,0,0,1,0,お菓子・スナック,350
R0530,北区,女性,40代,土,2024/06/05,12:28,昼,740,サンドイッチ,3,1,0,0,1,0,0,1,0,1,0,0,0,1,インスタント食品,450
R0530,北区,女性,40代,土,2024/06/05,12:28,昼,740,コーヒー,3,2,0,0,1,0,0,1,0,1,0,0,0,1,飲み物,170
R0530,北区,女性,40代,土,2024/06/05,12:28,昼,740,お茶,3,3,0,0,1,0,0,1,0,1,0,0,0,1,飲み物,120
R0531,北区,男性,30代,金,2024/08/16,17:51,夜,690,ティッシュ,2,1,0,0,0,1,1,0,0,1,0,0,1,0,掃除・衛生用品,390
R0531,北区,男性,30代,金,2024/08/16,17:51,夜,690,歯ブラシ,2,2,0,0,0,1,1,0,0,1,0,0,1,0,パーソナルケア,300
R0532,北区,女性,10代,木,2024/04/29,19:31,夜,570,牛乳,2,1,0,0,0,1,1,0,1,0,0,1,0,0,主食・基本食品,330
R0532,北区,女性,10代,木,2024/04/29,19:31,夜,570,卵,2,2,0,0,0,1,1,0,1,0,0,1,0,0,主食・基本食品,240
R0533,北区,男性,50代,火,2024/06/15,16:26,昼,450,洗剤,2,1,0,0,1,0,1,0,0,0,1,1,0,0,掃除・衛生用品,150
R0533,北区,男性,50代,火,2024/06/15,16:26,昼,450,歯ブラシ,2,2,0,0,1,0,1,0,0,0,1,1,0,0,パーソナルケア,300
R0534,北区,女性,50代,月,2024/10/03,22:14,夜,610,弁当,2,1,0,0,0,1,1,0,0,0,1,0,1,0,主食・基本食品,510
R0534,北区,女性,50代,月,2024/10/03,22:14,夜,610,缶コーヒー,2,2,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,100
R0535,北区,女性,30代,日,2024/01/16,22:11,夜,350,おにぎり,2,1,0,0,0,1,0,1,0,1,0,1,0,0,主食・基本食品,140
R0535,北区,女性,30代,日,2024/01/16,22:11,夜,350,パン,2,2,0,0,0,1,0,1,0,1,0,1,0,0,主食・基本食品,210
R0536,北区,女性,40代,土,2024/06/29,21:57,夜,1170,洗剤,4,1,0,0,0,1,0,1,0,1,0,0,0,1,掃除・衛生用品,150
R0536,北区,女性,40代,土,2024/06/29,21:57,夜,1170,歯ブラシ,4,2,0,0,0,1,0,1,0,1,0,0,0,1,パーソナルケア,300
R0536,北区,女性,40代,土,2024/06/29,21:57,夜,1170,ティッシュ,4,3,0,0,0,1,0,1,0,1,0,0,0,1,掃除・衛生用品,390
R0536,北区,女性,40代,土,2024/06/29,21:57,夜,1170,トイレットペーパー,4,4,0,0,0,1,0,1,0,1,0,0,0,1,掃除・衛生用品,330
R0537,北区,男性,50代,月,2024/03/21,14:27,昼,920,卵,4,1,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,240
R0537,北区,男性,50代,月,2024/03/21,14:27,昼,920,パン,4,2,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,210
R0537,北区,男性,50代,月,2024/03/21,14:27,昼,920,牛乳,4,3,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,330
R0537,北区,男性,50代,月,2024/03/21,14:27,昼,920,おにぎり,4,4,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,140
R0538,北区,女性,50代,月,2024/05/04,12:38,昼,1170,洗剤,4,1,0,0,1,0,1,0,0,0,1,0,1,0,掃除・衛生用品,150
R0538,北区,女性,50代,月,2024/05/04,12:38,昼,1170,トイレットペーパー,4,2,0,0,1,0,1,0,0,0,1,0,1,0,掃除・衛生用品,330
R0538,北区,女性,50代,月,2024/05/04,12:38,昼,1170,ティッシュ,4,3,0,0,1,0,1,0,0,0,1,0,1,0,掃除・衛生用品,390
R0538,北区,女性,50代,月,2024/05/04,12:38,昼,1170,歯ブラシ,4,4,0,0,1,0,1,0,0,0,1,0,1,0,パーソナルケア,300
R0539,北区,女性,30代,金,2024/06/27,20:39,夜,930,お茶,4,1,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,120
R0539,北区,女性,30代,金,2024/06/27,20:39,夜,930,コーヒー,4,2,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,170
R0539,北区,女性,30代,金,2024/06/27,20:39,夜,930,サンドイッチ,4,3,0,0,0,1,1,0,0,1,0,0,1,0,インスタント食品,450
R0539,北区,女性,30代,金,2024/06/27,20:39,夜,930,ヨーグルト,4,4,0,0,0,1,1,0,0,1,0,0,1,0,健康食品,190
R0540,北区,男性,60代以上,水,2024/05/19,16:17,昼,590,洗剤,3,1,0,0,1,0,1,0,0,0,1,0,0,1,掃除・衛生用品,150
R0540,北区,男性,60代以上,水,2024/05/19,16:17,昼,590,シャンプー,3,2,0,0,1,0,1,0,0,0,1,0,0,1,パーソナルケア,110
R0540,北区,男性,60代以上,水,2024/05/19,16:17,昼,590,トイレットペーパー,3,3,0,0,1,0,1,0,0,0,1,0,0,1,掃除・衛生用品,330
R0541,北区,男性,10代,木,2024/06/23,11:01,昼,430,卵,2,1,0,0,1,0,1,0,1,0,0,0,1,0,主食・基本食品,240
R0541,北区,男性,10代,木,2024/06/23,11:01,昼,430,ヨーグルト,2,2,0,0,1,0,1,0,1,0,0,0,1,0,健康食品,190
R0542,北区,男性,50代,土,2024/07/02,07:28,朝,570,サンドイッチ,2,1,0,1,0,0,0,1,0,0,1,1,0,0,インスタント食品,450
R0542,北区,男性,50代,土,2024/07/02,07:28,朝,570,お茶,2,2,0,1,0,0,0,1,0,0,1,1,0,0,飲み物,120
R0543,北区,女性,30代,日,2024/07/17,14:20,昼,240,卵,1,1,1,0,1,0,0,1,0,1,0,1,0,0,主食・基本食品,240
R0544,北区,男性,20代,月,2024/04/10,20:30,夜,980,シャンプー,4,1,0,0,0,1,1,0,1,0,0,0,1,0,パーソナルケア,110
R0544,北区,男性,20代,月,2024/04/10,20:30,夜,980,トイレットペーパー,4,2,0,0,0,1,1,0,1,0,0,0,1,0,掃除・衛生用品,330
R0544,北区,男性,20代,月,2024/04/10,20:30,夜,980,ティッシュ,4,3,0,0,0,1,1,0,1,0,0,0,1,0,掃除・衛生用品,390
R0544,北区,男性,20代,月,2024/04/10,20:30,夜,980,洗剤,4,4,0,0,0,1,1,0,1,0,0,0,1,0,掃除・衛生用品,150
R0545,北区,女性,20代,月,2024/02/16,13:26,昼,830,おにぎり,4,1,0,0,1,0,1,0,1,0,0,0,0,1,主食・基本食品,140
R0545,北区,女性,20代,月,2024/02/16,13:26,昼,830,パン,4,2,0,0,1,0,1,0,1,0,0,0,0,1,主食・基本食品,210
R0545,北区,女性,20代,月,2024/02/16,13:26,昼,830,牛乳,4,3,0,0,1,0,1,0,1,0,0,0,0,1,主食・基本食品,330
R0545,北区,女性,20代,月,2024/02/16,13:26,昼,830,アイス,4,4,0,0,1,0,1,0,1,0,0,0,0,1,お菓子・スナック,150
R0546,北区,女性,60代以上,水,2024/05/31,09:34,朝,790,お茶,4,1,0,1,0,0,1,0,0,0,1,0,1,0,飲み物,120
R0546,北区,女性,60代以上,水,2024/05/31,09:34,朝,790,ジュース,4,2,0,1,0,0,1,0,0,0,1,0,1,0,飲み物,170
R0546,北区,女性,60代以上,水,2024/05/31,09:34,朝,790,コーヒー,4,3,0,1,0,0,1,0,0,0,1,0,1,0,飲み物,170
R0546,北区,女性,60代以上,水,2024/05/31,09:34,朝,790,牛乳,4,4,0,1,0,0,1,0,0,0,1,0,1,0,主食・基本食品,330
R0547,北区,女性,60代以上,木,2024/06/02,15:17,昼,1130,トイレットペーパー,4,1,0,0,1,0,1,0,0,0,1,0,0,1,掃除・衛生用品,330
R0547,北区,女性,60代以上,木,2024/06/02,15:17,昼,1130,シャンプー,4,2,0,0,1,0,1,0,0,0,1,0,0,1,パーソナルケア,110
R0547,北区,女性,60代以上,木,2024/06/02,15:17,昼,1130,歯ブラシ,4,3,0,0,1,0,1,0,0,0,1,0,0,1,パーソナルケア,300
R0547,北区,女性,60代以上,木,2024/06/02,15:17,昼,1130,ティッシュ,4,4,0,0,1,0,1,0,0,0,1,0,0,1,掃除・衛生用品,390
R0548,北区,女性,30代,金,2024/12/08,12:14,昼,1100,ジュース,5,1,0,0,1,0,1,0,0,1,0,0,0,1,飲み物,170
R0548,北区,女性,30代,金,2024/12/08,12:14,昼,1100,コーヒー,5,2,0,0,1,0,1,0,0,1,0,0,0,1,飲み物,170
R0548,北区,女性,30代,金,2024/12/08,12:14,昼,1100,サンドイッチ,5,3,0,0,1,0,1,0,0,1,0,0,0,1,インスタント食品,450
R0548,北区,女性,30代,金,2024/12/08,12:14,昼,1100,お茶,5,4,0,0,1,0,1,0,0,1,0,0,0,1,飲み物,120
R0548,北区,女性,30代,金,2024/12/08,12:14,昼,1100,肉まん,5,5,0,0,1,0,1,0,0,1,0,0,0,1,インスタント食品,190
R0549,北区,男性,30代,木,2024/02/24,22:13,夜,920,卵,4,1,0,0,0,1,1,0,0,1,0,0,0,1,主食・基本食品,240
R0549,北区,男性,30代,木,2024/02/24,22:13,夜,920,牛乳,4,2,0,0,0,1,1,0,0,1,0,0,0,1,主食・基本食品,330
R0549,北区,男性,30代,木,2024/02/24,22:13,夜,920,おにぎり,4,3,0,0,0,1,1,0,0,1,0,0,0,1,主食・基本食品,140
R0549,北区,男性,30代,木,2024/02/24,22:13,夜,920,パン,4,4,0,0,0,1,1,0,0,1,0,0,0,1,主食・基本食品,210
R0550,北区,男性,40代,土,2024/03/13,10:53,朝,450,洗剤,2,1,0,1,0,0,0,1,0,1,0,1,0,0,掃除・衛生用品,150
R0550,北区,男性,40代,土,2024/03/13,10:53,朝,450,歯ブラシ,2,2,0,1,0,0,0,1,0,1,0,1,0,0,パーソナルケア,300
R0551,北区,女性,60代以上,金,2024/06/27,21:57,夜,370,ガム,1,1,1,0,0,1,1,0,0,0,1,1,0,0,お菓子・スナック,370
R0552,北区,男性,50代,月,2024/10/12,20:03,夜,450,サンドイッチ,1,1,1,0,0,1,1,0,0,0,1,1,0,0,インスタント食品,450
R0553,北区,男性,10代,日,2024/12/15,17:14,夜,690,歯ブラシ,2,1,0,0,0,1,0,1,1,0,0,0,1,0,パーソナルケア,300
R0553,北区,男性,10代,日,2024/12/15,17:14,夜,690,ティッシュ,2,2,0,0,0,1,0,1,1,0,0,0,1,0,掃除・衛生用品,390
R0554,北区,女性,30代,金,2024/07/25,15:55,昼,390,ティッシュ,1,1,1,0,1,0,1,0,0,1,0,1,0,0,掃除・衛生用品,390
R0555,北区,男性,20代,金,2024/01/17,11:31,昼,740,サラダ,3,1,0,0,1,0,1,0,1,0,0,0,0,1,健康食品,290
R0555,北区,男性,20代,金,2024/01/17,11:31,昼,740,野菜ジュース,3,2,0,0,1,0,1,0,1,0,0,0,0,1,飲み物,180
R0555,北区,男性,20代,金,2024/01/17,11:31,昼,740,フルーツ,3,3,0,0,1,0,1,0,1,0,0,0,0,1,健康食品,270
R0556,北区,男性,20代,金,2024/10/09,15:43,昼,390,パン,2,1,0,0,1,0,1,0,1,0,0,0,1,0,主食・基本食品,210
R0556,北区,男性,20代,金,2024/10/09,15:43,昼,390,野菜ジュース,2,2,0,0,1,0,1,0,1,0,0,0,1,0,飲み物,180
R0557,北区,男性,50代,金,2024/04/25,17:35,夜,800,シャンプー,3,1,0,0,0,1,1,0,0,0,1,0,1,0,パーソナルケア,110
R0557,北区,男性,50代,金,2024/04/25,17:35,夜,800,歯ブラシ,3,2,0,0,0,1,1,0,0,0,1,0,1,0,パーソナルケア,300
R0557,北区,男性,50代,金,2024/04/25,17:35,夜,800,ティッシュ,3,3,0,0,0,1,1,0,0,0,1,0,1,0,掃除・衛生用品,390
R0558,北区,男性,10代,木,2024/01/17,18:30,夜,170,ジュース,1,1,1,0,0,1,1,0,1,0,0,1,0,0,飲み物,170
R0559,北区,女性,60代以上,月,2024/11/22,19:05,夜,480,ヨーグルト,2,1,0,0,0,1,1,0,0,0,1,1,0,0,健康食品,190
R0559,北区,女性,60代以上,月,2024/11/22,19:05,夜,480,サラダ,2,2,0,0,0,1,1,0,0,0,1,1,0,0,健康食品,290
R0560,北区,男性,40代,月,2024/01/25,22:07,夜,450,サンドイッチ,1,1,1,0,0,1,1,0,0,1,0,1,0,0,インスタント食品,450
R0561,北区,女性,40代,木,2024/03/27,22:32,夜,740,お茶,3,1,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,120
R0561,北区,女性,40代,木,2024/03/27,22:32,夜,740,サンドイッチ,3,2,0,0,0,1,1,0,0,1,0,0,1,0,インスタント食品,450
R0561,北区,女性,40代,木,2024/03/27,22:32,夜,740,コーヒー,3,3,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,170
R0562,北区,女性,20代,水,2024/11/20,08:45,朝,260,洗剤,2,1,0,1,0,0,1,0,1,0,0,1,0,0,掃除・衛生用品,150
R0562,北区,女性,20代,水,2024/11/20,08:45,朝,260,シャンプー,2,2,0,1,0,0,1,0,1,0,0,1,0,0,パーソナルケア,110
R0563,北区,女性,40代,月,2024/08/31,21:16,夜,980,シャンプー,4,1,0,0,0,1,1,0,0,1,0,0,1,0,パーソナルケア,110
R0563,北区,女性,40代,月,2024/08/31,21:16,夜,980,洗剤,4,2,0,0,0,1,1,0,0,1,0,0,1,0,掃除・衛生用品,150
R0563,北区,女性,40代,月,2024/08/31,21:16,夜,980,トイレットペーパー,4,3,0,0,0,1,1,0,0,1,0,0,1,0,掃除・衛生用品,330
R0563,北区,女性,40代,月,2024/08/31,21:16,夜,980,ティッシュ,4,4,0,0,0,1,1,0,0,1,0,0,1,0,掃除・衛生用品,390
R0564,北区,女性,60代以上,日,2024/07/06,09:44,朝,330,洗剤,2,1,0,1,0,0,0,1,0,0,1,0,1,0,掃除・衛生用品,150
R0564,北区,女性,60代以上,日,2024/07/06,09:44,朝,330,カップ麺,2,2,0,1,0,0,0,1,0,0,1,0,1,0,インスタント食品,180
R0565,北区,女性,50代,水,2024/07/14,17:20,夜,870,ティッシュ,3,1,0,0,0,1,1,0,0,0,1,0,1,0,掃除・衛生用品,390
R0565,北区,女性,50代,水,2024/07/14,17:20,夜,870,トイレットペーパー,3,2,0,0,0,1,1,0,0,0,1,0,1,0,掃除・衛生用品,330
R0565,北区,女性,50代,水,2024/07/14,17:20,夜,870,洗剤,3,3,0,0,0,1,1,0,0,0,1,0,1,0,掃除・衛生用品,150
R0566,北区,男性,50代,火,2024/05/30,17:24,夜,1210,おにぎり,5,1,0,0,0,1,1,0,0,0,1,0,0,1,主食・基本食品,140
R0566,北区,男性,50代,火,2024/05/30,17:24,夜,1210,卵,5,2,0,0,0,1,1,0,0,0,1,0,0,1,主食・基本食品,240
R0566,北区,男性,50代,火,2024/05/30,17:24,夜,1210,牛乳,5,3,0,0,0,1,1,0,0,0,1,0,0,1,主食・基本食品,330
R0566,北区,男性,50代,火,2024/05/30,17:24,夜,1210,パン,5,4,0,0,0,1,1,0,0,0,1,0,0,1,主食・基本食品,210
R0566,北区,男性,50代,火,2024/05/30,17:24,夜,1210,サラダ,5,5,0,0,0,1,1,0,0,0,1,0,0,1,健康食品,290
R0567,北区,男性,10代,金,2024/07/20,09:03,朝,960,ポテトチップス,4,1,0,1,0,0,1,0,1,0,0,0,0,1,お菓子・スナック,110
R0567,北区,男性,10代,金,2024/07/20,09:03,朝,960,ガム,4,2,0,1,0,0,1,0,1,0,0,0,0,1,お菓子・スナック,370
R0567,北区,男性,10代,金,2024/07/20,09:03,朝,960,アイス,4,3,0,1,0,0,1,0,1,0,0,0,0,1,お菓子・スナック,150
R0567,北区,男性,10代,金,2024/07/20,09:03,朝,960,トイレットペーパー,4,4,0,1,0,0,1,0,1,0,0,0,0,1,掃除・衛生用品,330
R0568,北区,女性,10代,火,2024/10/21,20:41,夜,140,おにぎり,1,1,1,0,0,1,1,0,1,0,0,1,0,0,主食・基本食品,140
R0569,北区,男性,20代,日,2024/12/19,10:02,朝,290,お茶,2,1,0,1,0,0,0,1,1,0,0,0,1,0,飲み物,120
R0569,北区,男性,20代,日,2024/12/19,10:02,朝,290,コーヒー,2,2,0,1,0,0,0,1,1,0,0,0,1,0,飲み物,170
R0570,北区,女性,60代以上,水,2024/05/05,08:04,朝,350,パン,2,1,0,1,0,0,1,0,0,0,1,0,1,0,主食・基本食品,210
R0570,北区,女性,60代以上,水,2024/05/05,08:04,朝,350,おにぎり,2,2,0,1,0,0,1,0,0,0,1,0,1,0,主食・基本食品,140
R0571,北区,女性,10代,日,2024/06/17,17:04,夜,640,ヨーグルト,3,1,0,0,0,1,0,1,1,0,0,0,1,0,健康食品,190
R0571,北区,女性,10代,日,2024/06/17,17:04,夜,640,フルーツ,3,2,0,0,0,1,0,1,1,0,0,0,1,0,健康食品,270
R0571,北区,女性,10代,日,2024/06/17,17:04,夜,640,栄養ドリンク,3,3,0,0,0,1,0,1,1,0,0,0,1,0,飲み物,180
R0572,北区,女性,10代,日,2024/09/03,21:29,夜,1220,パン,5,1,0,0,0,1,0,1,1,0,0,0,0,1,主食・基本食品,210
R0572,北区,女性,10代,日,2024/09/03,21:29,夜,1220,卵,5,2,0,0,0,1,0,1,1,0,0,0,0,1,主食・基本食品,240
R0572,北区,女性,10代,日,2024/09/03,21:29,夜,1220,牛乳,5,3,0,0,0,1,0,1,1,0,0,0,0,1,主食・基本食品,330
R0572,北区,女性,10代,日,2024/09/03,21:29,夜,1220,おにぎり,5,4,0,0,0,1,0,1,1,0,0,0,0,1,主食・基本食品,140
R0572,北区,女性,10代,日,2024/09/03,21:29,夜,1220,歯ブラシ,5,5,0,0,0,1,0,1,1,0,0,0,0,1,パーソナルケア,300
R0573,北区,男性,20代,日,2024/10/12,16:27,昼,480,ヨーグルト,2,1,0,0,1,0,0,1,1,0,0,1,0,0,健康食品,190
R0573,北区,男性,20代,日,2024/10/12,16:27,昼,480,サラダ,2,2,0,0,1,0,0,1,1,0,0,1,0,0,健康食品,290
R0574,北区,女性,60代以上,月,2024/05/09,15:56,昼,500,シャンプー,2,1,0,0,1,0,1,0,0,0,1,0,1,0,パーソナルケア,110
R0574,北区,女性,60代以上,月,2024/05/09,15:56,昼,500,ティッシュ,2,2,0,0,1,0,1,0,0,0,1,0,1,0,掃除・衛生用品,390
R0575,北区,男性,50代,土,2024/01/29,17:07,夜,590,洗剤,3,1,0,0,0,1,0,1,0,0,1,0,1,0,掃除・衛生用品,150
R0575,北区,男性,50代,土,2024/01/29,17:07,夜,590,トイレットペーパー,3,2,0,0,0,1,0,1,0,0,1,0,1,0,掃除・衛生用品,330
R0575,北区,男性,50代,土,2024/01/29,17:07,夜,590,シャンプー,3,3,0,0,0,1,0,1,0,0,1,0,1,0,パーソナルケア,110
R0576,北区,男性,50代,金,2024/12/02,17:22,夜,620,洗剤,3,1,0,0,0,1,1,0,0,0,1,0,1,0,掃除・衛生用品,150
R0576,北区,男性,50代,金,2024/12/02,17:22,夜,620,歯ブラシ,3,2,0,0,0,1,1,0,0,0,1,0,1,0,パーソナルケア,300
R0576,北区,男性,50代,金,2024/12/02,17:22,夜,620,コーヒー,3,3,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,170
R0577,北区,男性,50代,金,2024/05/08,12:43,昼,870,パン,3,1,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,210
R0577,北区,男性,50代,金,2024/05/08,12:43,昼,870,牛乳,3,2,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,330
R0577,北区,男性,50代,金,2024/05/08,12:43,昼,870,トイレットペーパー,3,3,0,0,1,0,1,0,0,0,1,0,1,0,掃除・衛生用品,330
R0578,北区,男性,40代,水,2024/02/26,13:08,昼,890,シャンプー,4,1,0,0,1,0,1,0,0,1,0,0,0,1,パーソナルケア,110
R0578,北区,男性,40代,水,2024/02/26,13:08,昼,890,洗剤,4,2,0,0,1,0,1,0,0,1,0,0,0,1,掃除・衛生用品,150
R0578,北区,男性,40代,水,2024/02/26,13:08,昼,890,歯ブラシ,4,3,0,0,1,0,1,0,0,1,0,0,0,1,パーソナルケア,300
R0578,北区,男性,40代,水,2024/02/26,13:08,昼,890,トイレットペーパー,4,4,0,0,1,0,1,0,0,1,0,0,0,1,掃除・衛生用品,330
R0579,北区,男性,40代,火,2024/02/09,09:53,朝,340,洗剤,2,1,0,1,0,0,1,0,0,1,0,0,1,0,掃除・衛生用品,150
R0579,北区,男性,40代,火,2024/02/09,09:53,朝,340,肉まん,2,2,0,1,0,0,1,0,0,1,0,0,1,0,インスタント食品,190
R0580,北区,女性,50代,火,2024/08/04,21:28,夜,910,コーヒー,4,1,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,170
R0580,北区,女性,50代,火,2024/08/04,21:28,夜,910,サンドイッチ,4,2,0,0,0,1,1,0,0,0,1,0,1,0,インスタント食品,450
R0580,北区,女性,50代,火,2024/08/04,21:28,夜,910,ジュース,4,3,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,170
R0580,北区,女性,50代,火,2024/08/04,21:28,夜,910,お茶,4,4,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,120
R0581,北区,女性,50代,水,2024/11/05,19:24,夜,720,歯ブラシ,3,1,0,0,0,1,1,0,0,0,1,0,1,0,パーソナルケア,300
R0581,北区,女性,50代,水,2024/11/05,19:24,夜,720,シャンプー,3,2,0,0,0,1,1,0,0,0,1,0,1,0,パーソナルケア,110
R0581,北区,女性,50代,水,2024/11/05,19:24,夜,720,炭酸飲料,3,3,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,310
R0582,北区,女性,20代,水,2024/10/02,07:33,朝,920,おにぎり,4,1,0,1,0,0,1,0,1,0,0,0,1,0,主食・基本食品,140
R0582,北区,女性,20代,水,2024/10/02,07:33,朝,920,牛乳,4,2,0,1,0,0,1,0,1,0,0,0,1,0,主食・基本食品,330
R0582,北区,女性,20代,水,2024/10/02,07:33,朝,920,卵,4,3,0,1,0,0,1,0,1,0,0,0,1,0,主食・基本食品,240
R0582,北区,女性,20代,水,2024/10/02,07:33,朝,920,パン,4,4,0,1,0,0,1,0,1,0,0,0,1,0,主食・基本食品,210
R0583,北区,男性,10代,水,2024/08/31,17:56,夜,790,ジュース,3,1,0,0,0,1,1,0,1,0,0,0,0,1,飲み物,170
R0583,北区,男性,10代,水,2024/08/31,17:56,夜,790,サンドイッチ,3,2,0,0,0,1,1,0,1,0,0,0,0,1,インスタント食品,450
R0583,北区,男性,10代,水,2024/08/31,17:56,夜,790,コーヒー,3,3,0,0,0,1,1,0,1,0,0,0,0,1,飲み物,170
R0584,北区,女性,40代,火,2024/01/18,14:20,昼,330,トイレットペーパー,1,1,1,0,1,0,1,0,0,1,0,1,0,0,掃除・衛生用品,330
